Location,Date & Time,SO2,NO,NO2,NOX,CO,O3,PM2.5,PM10,WS,WD,Temp,RH,BP,SR,Rain,VWS
BARC,, ppb , ppb , ppb , ppb , ppm , ppb , ug/m3 , ug/m3 , m/s , degre----- , degreC , % , HPa , W/m2 , m m ,
TV Sation,11/20/2024 0:00,9.27,10.04,3.4,13.44,,3.66,27.28,69.41,,0,24.36,58.87,1005.68,519.12,,
TV Sation,11/20/2024 1:00,9.09,10.15,3.27,13.42,,4.33,36.72,85.7,,0,24.06,62.24,1005.38,517.87,,
TV Sation,11/20/2024 2:00,9.95,10.6,3.35,13.95,,4.32,46.39,94.06,,0,24.02,57.33,1005,514.09,,
TV Sation,11/20/2024 3:00,8.77,10.39,3.3,13.69,,4.78,41.23,91.97,,0,24.07,57.67,1004.78,515.2,,
TV Sation,11/20/2024 4:00,9.38,11.37,3.31,14.68,,5.04,40.41,86.4,,0,23.87,58.66,1004.53,514.76,,
TV Sation,11/20/2024 5:00,9.29,10.03,3.44,13.47,,3.26,51.05,95.26,,0,23.79,58.44,1004.43,513.93,,
TV Sation,11/20/2024 6:00,8.79,10.72,3.22,13.94,,3.55,68.73,122.61,,0,23.57,59.72,1004.9,513.23,,
TV Sation,11/20/2024 7:00,8.6,10.62,3.4,14.02,,3.85,74.79,131.54,,0,23.7,57.57,1005.75,520.66,,
TV Sation,11/20/2024 8:00,8.95,10.04,3.48,13.52,,4.93,69.99,123.16,,0,26.58,60.1,1006.58,520.87,,
TV Sation,11/20/2024 9:00,9.13,9.84,3.21,13.05,,9.16,68.79,125.84,,0,29.02,62.63,1007.65,528.09,,
TV Sation,11/20/2024 10:00,8.38,10.23,3.42,13.65,,12.1,68.74,118.44,,0,30.77,62.63,1007.7,524.42,,
TV Sation,11/20/2024 11:00,8.77,10.44,3.39,13.83,,17.29,42.89,86.17,,0,32.85,85.15,1006.93,527.47,,
TV Sation,11/20/2024 12:00,8.5,9.58,3.29,12.87,,17.52,29.94,67.92,,0,32.46,70.68,1006,524.11,,
TV Sation,11/20/2024 13:00,8.63,10.03,3.31,13.34,,18.06,16.85,45.46,,0,31.05,79.26,1005,520.25,,
TV Sation,11/20/2024 14:00,8.5,9.71,3.52,13.23,,35.09,11.19,43.18,,0,32.37,57.74,1004,518.15,,
TV Sation,11/20/2024 15:00,8.81,9.86,3.37,13.23,,36.25,12.97,51.75,,0,31.7,57.47,1003.4,515.96,,
TV Sation,11/20/2024 16:00,8.78,9.72,3.37,13.09,,33.97,16.61,41.3,,0,30.3,57.22,1003.15,515.68,,
TV Sation,11/20/2024 17:00,8.59,10.07,3.44,13.51,,30.87,16.11,31.01,,0,29,57.31,1003.4,515.64,,
TV Sation,11/20/2024 18:00,8.67,10.04,3.44,13.48,,26.16,24.44,38.44,,0,27.45,57.76,1003.83,515.6,,
TV Sation,11/20/2024 19:00,8.85,9.82,3.39,13.21,,14.93,33.21,57.08,,0,26.69,57.23,1004.3,519.24,,
TV Sation,11/20/2024 20:00,11.42,9.92,3.51,13.43,,9.85,53.85,97.98,,0,26.19,57.22,1005,522.07,,
TV Sation,11/20/2024 21:00,9.61,10.11,3.31,13.42,,17.95,79.07,121.79,,0,26.75,57.15,1005.68,523.16,,
TV Sation,11/20/2024 22:00,7.56,13.06,3.23,16.29,,15.26,67.01,102.69,,0,26.52,57.24,1005.83,522.85,,
TV Sation,11/20/2024 23:00,4.77,10.99,2.52,13.51,,10.88,46.19,82.49,,0,26.29,57.75,1005.98,523.92,,
TV Sation,11/21/2024 0:00,4.35,8.65,3.48,12.13,,9.53,31.11,77.65,,0,26.13,57.48,1005.88,522.45,,
TV Sation,11/21/2024 1:00,4.47,5.45,3.73,9.18,,6.18,21.69,64.18,,0,25.91,57.76,1005.4,517.32,,
TV Sation,11/21/2024 2:00,4.42,4.97,3.75,8.72,,6.43,22.92,58.09,,0,25.78,57.7,1004.68,514.39,,
TV Sation,11/21/2024 3:00,4.74,5.11,3.82,8.93,,6.39,32.87,60.61,,0,25.9,57.14,1004.13,513.4,,
TV Sation,11/21/2024 4:00,4.73,5.05,3.77,8.82,,5.21,39.08,73.39,,0,25.72,57.23,1003.75,513.61,,
TV Sation,11/21/2024 5:00,4.6,5.42,3.85,9.27,,7.42,42.07,85.94,,0,24.99,57.15,1003.15,509.53,,
TV Sation,11/21/2024 6:00,4.7,5.4,3.7,9.1,,6.39,35.54,87.25,,0,24.45,57.4,1003.45,512.13,,
TV Sation,11/21/2024 7:00,4.19,5.25,3.84,9.09,,5.87,37.37,83.4,,0,24.6,57.75,1004.25,514.49,,
TV Sation,11/21/2024 8:00,4.79,5.38,3.88,9.26,,6.09,34.67,72.84,,0,25.25,57.4,1005.5,518.69,,
TV Sation,11/21/2024 9:00,4.77,4.79,3.66,8.45,,9.9,30.92,79.13,,0,25.87,57.59,1005.93,521.1,,
TV Sation,11/21/2024 10:00,5.36,5.47,3.73,9.2,,9.94,33.22,82.19,,0,26.87,57.48,1005.88,520.26,,
TV Sation,11/21/2024 11:00,7.73,5.46,3.76,9.22,,8.59,38.24,77.19,,0,28.07,57.75,1005,517.5,,
TV Sation,11/21/2024 12:00,4.78,6.12,4.41,10.53,,11.17,37.17,74.72,,0,28.28,57.31,1004.08,512.77,,
TV Sation,11/21/2024 13:00,4.79,8.84,4.63,13.47,,10.48,24.81,68.36,,0,27.7,57.91,1003.05,511.79,,
TV Sation,11/21/2024 14:00,4.56,5.47,3.8,9.27,,10.5,27.66,50.58,,0,27.35,58.52,1001.98,507.44,,
TV Sation,11/21/2024 15:00,4.44,5.48,3.73,9.21,,11.2,30.35,48.73,,0,27.3,57.21,1001.65,508.64,,
TV Sation,11/21/2024 16:00,4.46,5.21,3.99,9.2,,6.43,26.33,52.78,,0,26.97,58.64,1001.25,504.51,,
TV Sation,11/21/2024 17:00,4.53,5.07,3.84,8.91,,5.29,26.63,48.06,,0,26.06,57.76,1001.75,508.83,,
TV Sation,11/21/2024 18:00,4.5,5.1,3.86,8.96,,5.58,27.4,50.19,,0,25.32,58.36,1002.4,510.86,,
TV Sation,11/21/2024 19:00,4.6,5.18,3.9,9.08,,5.89,32.77,52.98,,0,24.91,58.78,1002.85,511.34,,
TV Sation,11/21/2024 20:00,4.48,5.15,3.79,8.94,,6.01,32.99,49.36,,0,24.61,57.66,1003.3,511.63,,
TV Sation,11/21/2024 21:00,4.46,5.26,3.84,9.1,,5.32,29.09,59.12,,0,23.96,57.93,1003.58,514.35,,
TV Sation,11/21/2024 22:00,4.87,5.12,3.87,8.99,,3.21,31.39,64.11,,0,23.23,57.24,1004.18,515.72,,
TV Sation,11/21/2024 23:00,4.89,5.1,3.78,8.88,,6.12,29.73,60.14,,0,22.54,57.32,1004.08,514.86,,
TV Sation,11/22/2024 0:00,4.47,5.57,3.74,9.31,,6.86,26.67,53.58,,0,22.09,57.23,1003.58,513.89,,
TV Sation,11/22/2024 1:00,4.64,5.59,4.05,9.64,,9.48,19.4,49.39,,0,22.21,58.01,1003.15,511.69,,
TV Sation,11/22/2024 2:00,4.41,5.12,3.81,8.93,,7.45,21.78,44.31,,0,21.7,58.01,1002.95,508.92,,
TV Sation,11/22/2024 3:00,4.29,5.3,3.82,9.12,,10.58,17.7,49.38,,0,21.35,57.31,1002.55,507.22,,
TV Sation,11/22/2024 4:00,4.14,5.05,3.87,8.92,,10.56,16.12,52.13,,0,21.24,57.3,1002.35,509.15,,
TV Sation,11/22/2024 5:00,4.67,4.9,3.83,8.73,,4.48,27.49,52.62,,0,20.74,57.15,1002.65,506.77,,
TV Sation,11/22/2024 6:00,4.99,4.73,3.77,8.5,,4.44,36.92,58.52,,0,20.46,58.01,1003.4,513.76,,
TV Sation,11/22/2024 7:00,4.62,5.34,3.82,9.16,,6.56,41.07,61.01,,0,20.56,57.48,1004.43,516.7,,
TV Sation,11/22/2024 8:00,4.75,5.71,3.82,9.53,,7.28,37.87,50.46,,0,22.08,57.5,1005.13,518.08,,
TV Sation,11/22/2024 9:00,4.58,5.28,3.86,9.14,,13.19,34.45,58.24,,0,24.66,57.56,1005.8,519.85,,
TV Sation,11/22/2024 10:00,4.61,5.43,3.81,9.24,,18.47,34.92,68.9,,0,26.94,57.39,1005.78,519.67,,
TV Sation,11/22/2024 11:00,5.59,5.23,3.87,9.1,,17.91,31.6,61.67,,0,28.8,57.29,1004.98,520.04,,
TV Sation,11/22/2024 12:00,5.36,5.27,3.79,9.06,,28.32,24.53,44.84,,0,30.18,57.74,1003.4,510.79,,
TV Sation,11/22/2024 13:00,4.76,6.39,4.04,10.43,,29.89,18.17,32.81,,0,31.33,57.82,1002,510.41,,
TV Sation,11/22/2024 14:00,5.01,6.13,3.93,10.06,,32.21,24.98,35.53,,0,31.65,57.47,1000.95,505.63,,
TV Sation,11/22/2024 15:00,4.86,5.44,3.84,9.28,,30.88,28.45,48.18,,0,29.87,57.13,1000.28,504.84,,
TV Sation,11/22/2024 16:00,4.81,5.72,3.91,9.63,,29.79,28.72,49.8,,0,28.52,57.41,1000.1,506.06,,
TV Sation,11/22/2024 17:00,3.6,5.55,3.67,9.22,,13.9,26.96,51.74,,0,26.36,57.77,1000.53,507.41,,
TV Sation,11/22/2024 18:00,4.26,5.5,3.72,9.22,,5.46,24.17,66.75,,0,24.25,57.74,1001.35,510.53,,
TV Sation,11/22/2024 19:00,4.39,4.11,4.13,8.24,,5.01,46.72,102.46,,0,23.31,57.23,1002.08,513.45,,
TV Sation,11/22/2024 20:00,4.68,4.87,3.98,8.85,,5.58,78.78,167.16,,0,22.84,57.4,1002.73,515.65,,
TV Sation,11/22/2024 21:00,4.54,5.02,4,9.02,,8.55,88.97,181.99,,0,23.92,58.08,1003.2,517.84,,
TV Sation,11/22/2024 22:00,4.06,5.35,4.06,9.41,,6.53,72.05,143.35,,0,23.32,57.45,1003.5,518.14,,
