Location,Date & Time,SO2,NO,NO2,NOX,CO,O3,PM2.5,PM10,WS,WD,Temp,RH,BP,SR,Rain,VWS
BARC,, ppb , ppb , ppb , ppb , ppm , ppb , ug/m3 , ug/m3 , m/s , degre----- , degreC , % , HPa , W/m2 , m m ,
DoE,7/29/2024 3:00,2.9,14.2,1.4,15.6,2,,34,52.1,0.96,55.58,25.41,72.31,1050,18.23,,
DoE,7/29/2024 4:00,2.87,14.1,1.4,15.5,1.99,,28.6,36.4,1.21,48.22,25.81,73.45,1050,19.03,,
DoE,7/29/2024 5:00,2.8,13.8,1.4,15.2,1.97,,11.7,17.1,1.26,45.89,25.97,73.9,1050,18.64,,
DoE,7/29/2024 6:00,2.83,14.2,1.4,15.6,1.98,,6.8,15.6,1.7,51.14,26.04,74.1,1050,24.03,,
DoE,7/29/2024 7:00,2.79,14.3,1.4,15.7,1.99,,8.9,13.8,1.88,48.1,25.79,73.39,1050,53.86,,
DoE,7/29/2024 8:00,2.74,14.1,1.4,15.5,2.06,,25.7,31.8,1.54,52.43,24.87,70.77,1050,92.44,,
DoE,7/29/2024 9:00,2.72,14.1,1.4,15.5,2.08,,23.6,34.2,1.45,60.26,24.39,69.4,1050,82.26,,
DoE,7/29/2024 10:00,2.61,14,1.4,15.4,2.12,,18.2,29.8,1.76,55.7,22.72,64.62,1050,226.75,,
DoE,7/29/2024 11:00,2.68,14.2,1.4,15.6,2.1,,23,33.3,1.71,52.67,20.58,58.52,1050,291.97,,
DoE,7/29/2024 12:00,2.71,14,1.4,15.4,2.07,,23.9,37.6,1.68,53.13,21.27,60.49,1050,204.52,,
DoE,7/29/2024 13:00,2.74,14.2,1.4,15.6,2.07,,34.2,43.5,1.76,50.67,21.61,61.45,1050,198.49,,
DoE,7/29/2024 14:00,2.9,13.2,2.5,15.7,2.1,,25.2,34.7,1.57,51.1,22.83,64.95,1050,88.99,,
DoE,7/29/2024 15:00,2.64,10.4,3.7,14.1,2.04,,32.6,44.3,1.4,52.74,22.37,63.63,1050,113.29,,
DoE,7/29/2024 16:00,2.14,8.6,3,11.6,2.04,,23.5,30.6,1.6,59.02,20.68,58.8,1050,138.05,,
DoE,7/29/2024 17:00,2.64,10.7,3.5,14.2,1.99,,13.4,26.4,1.69,55.04,22.31,63.47,1050,68.34,,
DoE,7/29/2024 18:00,1.62,12.2,3.9,16.1,2.01,,12.4,21.8,1.31,47.63,22.61,64.31,1050,46.74,,
DoE,7/29/2024 19:00,,9,3.1,12.1,2.03,,8.4,16.8,1.38,52.18,24.28,69.1,1050,31.69,,
DoE,7/29/2024 20:00,,8.8,3,11.8,2.01,,7.6,19.7,1.62,47.11,25.11,71.45,1050,30.07,,
DoE,7/29/2024 21:00,,9,3.1,12.1,2.01,,10.8,18.5,1.35,55.18,25.51,72.61,1050,25.74,,
DoE,7/29/2024 22:00,,9.2,3.1,12.3,1.99,,22.4,36.5,1.53,54.01,26.01,74.03,1050,26.3,,
DoE,7/29/2024 23:00,,9.7,3.2,12.9,1.97,,13,28.8,1.68,54.96,26.29,74.84,1050,23.6,,
DoE,7/30/2024 0:00,,10.2,3.4,13.6,1.92,,18.7,29.2,1.29,50.71,26.77,76.2,1050,22.14,,
DoE,7/30/2024 1:00,,9.9,3.3,13.2,1.88,,11.6,18.4,1.27,49.6,27.33,77.79,1050,22.32,,
DoE,7/30/2024 2:00,,9.9,3.3,13.2,1.84,,9.1,,1.28,44.31,27.39,77.96,1050,24.55,,
DoE,7/30/2024 3:00,,9.9,3.3,13.2,1.82,,,,0.96,47.89,27.59,78.54,1050,23.36,,
DoE,7/30/2024 4:00,,9.9,3.3,13.2,1.79,,,11,0.77,49.24,27.78,79.09,1050,23.82,,
DoE,7/30/2024 5:00,,9.8,3.3,13.1,1.77,,5.2,11.5,0.94,44.99,28.15,80.15,1050,24.14,,
DoE,7/30/2024 6:00,,8.2,2.9,11.1,1.75,,10.3,13.6,1.02,48.41,28.03,79.8,1050,30.4,,
DoE,7/30/2024 7:00,,9.3,3.1,12.4,1.75,,8,12.9,1.13,50.26,27.26,77.6,1050,49.22,,
DoE,7/30/2024 8:00,,9.7,3.3,13,1.78,,23.7,31.9,1.47,49.96,26.84,76.4,1050,74.09,,
DoE,7/30/2024 9:00,,9.8,3.3,13.1,1.77,,46.7,54.1,,,30.52,86.91,1050,105.8,,
DoE,7/30/2024 10:00,,9.8,3.3,13.1,1.78,,21.4,24,0.76,51.62,30.17,85.92,1050,125.81,,
DoE,7/30/2024 11:00,,9.9,3.3,13.2,1.74,,17.9,24,1.15,45.27,27.64,78.67,1050,281.04,,
DoE,7/30/2024 12:00,,9.9,3.3,13.2,1.77,,17.9,27.1,0.52,52.66,28.58,81.38,1050,76.98,,
DoE,7/30/2024 13:00,,10,3.3,13.3,1.75,,21,27.3,0.49,31.91,29.05,82.72,1050,84.5,,
DoE,7/30/2024 14:00,,9.9,3.3,13.2,1.73,,27.5,33.2,0.59,43.9,29.98,85.38,1050,84.63,,
DoE,7/30/2024 15:00,,9.9,3.3,13.2,1.73,,28.2,29,0.79,48.17,29.52,84.07,1050,119.32,,
DoE,7/30/2024 16:00,,10,3.3,13.3,1.67,,23.9,36.9,1.04,50.82,27.04,76.98,1050,115.24,,
DoE,7/30/2024 17:00,,9.9,3.3,13.2,1.61,,22.9,32.1,,,27,76.85,1050,94.34,,
DoE,7/30/2024 18:00,,10,3.3,13.3,1.62,,18.4,31.1,0.69,41.06,26.41,75.18,1050,62.43,,
DoE,7/30/2024 19:00,,9.8,3.3,13.1,1.62,,19.2,34.6,0.97,51.5,26.42,75.19,1050,40.47,,
DoE,7/30/2024 20:00,,9.9,3.3,13.2,1.58,,19.6,36,0.57,49.03,26.62,75.75,1050,27.85,,
DoE,7/30/2024 21:00,,9.9,3.3,13.2,1.58,,22.1,31.5,0.64,50.54,26.95,76.71,1050,23.17,,
DoE,7/30/2024 22:00,,9.9,3.3,13.2,1.53,,18,30.5,0.72,43.18,28.26,80.45,1050,24.38,,
DoE,7/30/2024 23:00,,9.8,3.3,13.1,1.47,,16.8,26,0.84,44.8,28.71,81.74,1050,23.58,,
DoE,7/31/2024 0:00,,9.9,3.3,13.2,1.41,,16.5,32.2,0.85,53.68,28.61,81.45,1050,24.17,,
DoE,7/31/2024 1:00,,9.9,3.3,13.2,1.39,,22.8,35.2,0.51,45.86,28.79,81.97,1050,24.4,,
DoE,7/31/2024 2:00,,9.9,3.3,13.2,1.32,,19.7,41.5,0.35,44.06,29.3,83.42,1050,22.94,,
DoE,7/31/2024 3:00,,10,3.3,13.3,1.28,,19.2,29.3,,,29.66,84.46,1050,22.57,,
DoE,7/31/2024 4:00,,9.9,3.3,13.2,1.24,,13.9,25.1,,,29.84,84.97,1050,23.59,,
DoE,7/31/2024 5:00,,9.9,3.3,13.2,1.23,,21.5,31.5,,,29.47,83.91,1050,22.18,,
DoE,7/31/2024 6:00,,10,3.2,13.2,1.24,,41.7,49.2,,,29.65,84.42,1050,25.1,,
DoE,7/31/2024 7:00,,10.1,3.2,13.3,1.28,,68.5,69.9,0.66,46.54,29.08,82.81,1050,53.4,,
DoE,7/31/2024 8:00,,10.1,3.2,13.3,1.32,,54,62.4,1.45,51.48,27.37,77.93,1050,130.79,,
DoE,7/31/2024 9:00,,10.1,3.3,13.4,1.32,,88.4,89.6,2.27,46.44,25.71,73.18,1050,189.98,,
DoE,7/31/2024 10:00,,10.2,3.3,13.5,1.3,,45.4,57.8,1.37,57.52,24.06,68.46,1050,317.87,,
DoE,7/31/2024 11:00,,10.3,3.4,13.7,1.29,,43.9,59.1,1.26,59.29,22.8,64.85,1050,288.42,,
DoE,7/31/2024 12:00,,10.4,3.4,13.8,1.25,,35,57.8,1.32,51.22,22.43,63.79,1050,206.09,,
DoE,7/31/2024 13:00,,10.4,3.4,13.8,1.24,,33.2,58.2,0.96,55.37,20.64,58.69,1050,242.8,,
DoE,7/31/2024 14:00,,10.5,3.5,14,1.2,,32.8,45.8,1.88,52,19.45,55.28,1050,182.43,,
DoE,7/31/2024 15:00,,10.5,3.5,14,1.17,,22,35,2.3,51.11,19.79,56.24,1050,126.12,,
DoE,7/31/2024 16:00,,10.4,3.5,13.9,1.15,,22,30.2,1.08,61.3,22.03,62.66,1050,116.4,,
DoE,7/31/2024 17:00,,10.3,3.4,13.7,1.11,,22.4,33,1.59,56.22,28.09,79.97,1050,39.21,,
DoE,7/31/2024 18:00,,,,,,,,,,,,,,,,
DoE,7/31/2024 19:00,,10.2,3.4,13.6,1.22,,21.7,29.4,0.54,53.35,30.92,88.05,1050,37.7,,
DoE,7/31/2024 20:00,,9.6,3.2,12.8,1.2,,26.3,29.1,,,30.94,88.11,1050,29.52,,
DoE,7/31/2024 21:00,,9.6,3.2,12.8,1.23,,15.3,32.1,,,30.54,86.97,1050,25.88,,
DoE,7/31/2024 22:00,,9.7,3.2,12.9,1.26,,26.9,38.2,,,30.09,85.67,1050,30.08,,
DoE,7/31/2024 23:00,,9.8,3.2,13,1.25,,43.1,42.3,1.19,49.95,30.44,86.69,1050,32.76,,
DoE,8/1/2024 0:00,,9.8,3.2,13,1.15,,43,43.4,1.38,46.64,30.61,87.16,1050,33.79,,
DoE,8/1/2024 1:00,,9.9,3.3,13.2,1.03,,36.6,41.6,2.08,47.6,30.42,86.62,1050,29.82,,
DoE,8/1/2024 2:00,,9.8,3.3,13.1,0.97,,15.9,23.8,2.02,44.62,30,85.43,1050,29.83,,
DoE,8/1/2024 3:00,,9.8,3.3,13.1,0.93,,21.5,24.5,1.79,47.71,29.34,83.53,1050,31.66,,
DoE,8/1/2024 4:00,,9.8,3.3,13.1,0.91,,21.8,30.9,1.6,49.32,29.29,83.4,1050,30.29,,
DoE,8/1/2024 5:00,,9.8,3.3,13.1,0.92,,5.5,15,1.44,46.56,29.66,84.44,1050,29.88,,
DoE,8/1/2024 6:00,,9.9,3.3,13.2,0.88,,5.8,12.1,1.18,50.16,30.79,87.69,1050,25.12,,
DoE,8/1/2024 7:00,,9.4,3,12.4,0.81,,16.7,17.2,1.61,52.54,31.08,88.5,1050,26.88,,
DoE,8/1/2024 8:00,,9.9,3.3,13.2,0.93,,,15.3,1.34,48.13,31.24,88.98,1050,39.63,,
DoE,8/1/2024 9:00,,10,3.3,13.3,0.98,,17.2,18.5,,,31.08,88.53,1050,83.61,,
DoE,8/1/2024 10:00,,10.1,3.3,13.4,1,,24.5,30.2,1.22,56.83,30.61,87.16,1050,94.71,,
DoE,8/1/2024 11:00,,10.1,3.3,13.4,1.08,,24.7,32.7,1.51,48.36,30.94,88.12,1050,72.67,,
DoE,8/1/2024 12:00,,10.1,3.4,13.5,1.05,,21.7,21.2,1.83,51.28,30.46,86.72,1050,99.9,,
DoE,8/1/2024 13:00,,10.1,3.4,13.5,1.02,,21.1,20.2,2.14,53.42,29.09,82.82,1050,121.58,,
DoE,8/1/2024 14:00,,10,3.3,13.3,1,,19.1,26.6,2.21,50.46,30.08,85.67,1050,76.19,,
DoE,8/1/2024 15:00,,10.1,3.4,13.5,1,,14.5,17.7,2.12,51.46,29.9,85.14,1050,41.87,,
DoE,8/1/2024 16:00,,10,3.4,13.4,0.93,,15.9,20.2,2,52.9,31.25,89,1050,29.17,,
DoE,8/1/2024 17:00,,10,3.3,13.3,0.95,,,,2.25,50.56,31.44,89.54,1050,25.5,,
DoE,8/1/2024 18:00,0.27,9.6,3.6,13.2,0.94,,9.1,,2.12,51.34,31.39,89.4,1050,22.27,,
DoE,8/1/2024 19:00,2.39,8.8,4.5,13.3,0.98,,21,26.6,1.72,49.53,31.41,89.45,1050,21.92,,
DoE,8/1/2024 20:00,2.43,8.8,4.5,13.3,0.96,,23.8,22.4,1.36,53.67,31.54,89.82,1050,21.83,,
DoE,8/1/2024 21:00,2.54,8.8,4.5,13.3,0.94,,6.7,12.2,1.51,51.42,31.72,90.33,1050,22.16,,
DoE,8/1/2024 22:00,2.55,8.9,4.6,13.5,0.94,,13.2,10.6,1.51,54.57,31.72,90.34,1050,22.01,,
DoE,8/1/2024 23:00,2.67,8.9,4.6,13.5,0.9,,19.4,20.9,1.49,53.18,31.67,90.2,1050,22.25,,
DoE,8/2/2024 0:00,2.79,8.9,4.6,13.5,0.87,,26.6,24.4,1.51,55.43,31.62,90.06,1050,22.32,,
DoE,8/2/2024 1:00,2.57,8.9,4.5,13.4,0.85,,34.3,32.6,1.67,45.08,31.49,89.68,1050,21.98,,
DoE,8/2/2024 2:00,2.67,8.9,4.6,13.5,0.84,,20.9,23.4,1.55,43.28,31.26,89.04,1050,21.64,,
DoE,8/2/2024 3:00,2.79,8.9,4.6,13.5,0.85,,24,24.4,1.36,42.22,30.99,88.25,1050,21.87,,
DoE,8/2/2024 4:00,2.77,8.9,4.6,13.5,0.82,,14.2,18.3,1.9,34.97,30.98,88.23,1050,23.27,,
DoE,8/2/2024 5:00,2.8,8.8,4.6,13.4,0.83,,13.6,16,0.89,41.81,31.38,89.38,1050,24.16,,
DoE,8/2/2024 6:00,2.86,8.9,4.6,13.5,0.84,,29.6,27.6,1.05,46.29,31.52,89.76,1050,29.19,,
DoE,8/2/2024 7:00,,,,,,,,,,,,,,,,
DoE,8/2/2024 8:00,,,,,,,,,,,,,,,,
DoE,8/2/2024 9:00,,,,,,,,,,,,,,,,
DoE,8/2/2024 10:00,3.74,7,3.9,10.9,1.01,,,,1.83,44.6,31.26,89.02,1050,435.79,,
DoE,8/2/2024 11:00,,8,4.2,12.2,0.95,,21.1,34,1.16,47.96,31.32,89.2,1050,433.65,,
DoE,8/2/2024 12:00,,7.5,4,11.5,0.96,,7.7,,0.94,31.82,31.49,89.69,1050,433.23,,
DoE,8/2/2024 13:00,,7.6,4,11.6,0.95,,9.6,,1.07,36.85,31.56,89.87,1050,438.04,,
DoE,8/2/2024 14:00,,7.9,4.1,12,0.96,,14.3,15.6,1.03,41.05,31.16,88.73,1050,431.45,,
DoE,8/2/2024 15:00,,8.1,4.2,12.3,0.94,,17.5,15.2,1.21,42.67,29.79,84.83,1050,409.61,,
DoE,8/2/2024 16:00,,8.3,4.3,12.6,0.92,,16.2,19,1.32,47.86,28.48,81.08,1050,390.89,,
DoE,8/2/2024 17:00,,8.4,4.4,12.8,0.94,,18.9,17,1,47.77,30.05,85.56,1050,402.69,,
DoE,8/2/2024 18:00,,8.4,4.4,12.8,0.97,,20.9,17.8,0.98,40.47,30.65,87.29,1050,412.09,,
DoE,8/2/2024 19:00,,8.5,4.4,12.9,1.03,,27,24.4,,,31.28,89.08,1050,431.79,,
DoE,8/2/2024 20:00,,8.5,4.4,12.9,1.02,,21.3,20,0.83,31.71,31.62,90.07,1050,435.12,,
DoE,8/2/2024 21:00,,8.5,4.4,12.9,1.03,,21.9,20,0.61,43.16,31.74,90.39,1050,432.54,,
DoE,8/2/2024 22:00,,8.6,4.4,13,1.05,,28,25.2,0.98,28.02,31.79,90.54,1050,435.05,,
DoE,8/2/2024 23:00,,8.7,4.4,13.1,1.09,,45.4,35,0.92,38.01,31.78,90.53,1050,430.87,,
DoE,8/3/2024 0:00,,8.6,4.3,12.9,1.09,,47.5,40.7,1.31,38.23,31.79,90.53,1050,419.68,,
DoE,8/3/2024 1:00,,8.7,4.4,13.1,1,,38.4,42.2,1.03,35.43,31.7,90.29,1050,398.64,,
DoE,8/3/2024 2:00,,8.7,4.5,13.2,0.91,,17.2,26.1,1.17,40.62,31.61,90.02,1050,380.88,,
DoE,8/3/2024 3:00,,8.7,4.5,13.2,0.88,,16.8,15.8,1.33,37.79,31.41,89.46,1050,382.87,,
DoE,8/3/2024 4:00,,8.7,4.5,13.2,0.83,,17.2,23.3,1.2,41.14,31.04,88.4,1050,381.92,,
DoE,8/3/2024 5:00,,8.7,4.5,13.2,0.81,,10.9,17.2,1.09,41.89,30.41,86.6,1050,377.14,,
DoE,8/3/2024 6:00,,8.6,4.5,13.1,0.81,,10,20.6,0.93,45.72,30.68,87.36,1050,416.9,,
DoE,8/3/2024 7:00,6.02,61.1,29.3,90.4,0.89,,,659.4,,,,,1050,440.04,,
DoE,8/3/2024 8:00,,3.1,2,5.1,0.96,,,,,,31.73,90.36,1050,438.53,,
DoE,8/3/2024 9:00,,8.5,4.4,12.9,1.01,,6.1,20.2,,,31.78,90.5,1050,440.38,,
DoE,8/3/2024 10:00,,8.5,4.4,12.9,1.01,,13.3,20,0.62,18.93,31.72,90.33,1050,437.16,,
DoE,8/3/2024 11:00,,8.5,4.4,12.9,1.02,,18,19,0.49,31.12,31.69,90.26,1050,417.51,,
DoE,8/3/2024 12:00,,8.6,4.4,13,1.07,,28.5,27.1,0.94,32.81,31.32,89.19,1050,419.48,,
DoE,8/3/2024 13:00,,8.7,4.4,13.1,1.02,,43.9,47.3,1.31,36.42,28.47,81.04,1050,413.46,,
DoE,8/3/2024 14:00,,8.7,4.5,13.2,0.99,,19.8,31.5,1.12,25.94,25.46,72.45,1050,361.03,,
DoE,8/3/2024 15:00,,8.7,4.5,13.2,0.95,,18.7,27.4,1.17,34.18,27.35,77.86,1050,361.35,,
DoE,8/3/2024 16:00,,8.6,4.5,13.1,0.95,,14.9,20.3,0.65,41.18,30.06,85.6,1050,394.84,,
DoE,8/3/2024 17:00,,8.7,4.5,13.2,0.97,,21.7,23.9,0.76,47.17,29.43,83.8,1050,381.04,,
DoE,8/3/2024 18:00,,8.7,4.5,13.2,0.99,,19.9,23.9,,,29.18,83.08,1050,366.59,,
DoE,8/3/2024 19:00,,8.7,4.5,13.2,1.04,,45.7,41.5,1.05,48.74,30.03,85.53,1050,372.48,,
DoE,8/3/2024 20:00,,8.7,4.5,13.2,0.99,,38.7,38,0.98,39.68,29.85,85.01,1050,366.81,,
DoE,8/3/2024 21:00,,8.7,4.5,13.2,0.94,,10,20.9,0.63,42.47,29.83,84.93,1050,370.57,,
DoE,8/3/2024 22:00,,8.7,4.5,13.2,0.95,,10.1,18.1,0.79,41.51,29.52,84.04,1050,365.59,,
DoE,8/3/2024 23:00,,8.7,4.4,13.1,0.94,,15.5,13.2,0.8,45.91,29.4,83.72,1050,367.64,,
DoE,8/4/2024 0:00,,8.7,4.4,13.1,0.93,,14.5,,0.7,45.5,29.47,83.9,1050,368.03,,
DoE,8/4/2024 1:00,,8.8,4.4,13.2,0.93,,20.6,,0.65,33.7,29.95,85.3,1050,377.02,,
DoE,8/4/2024 2:00,,8.9,4.5,13.4,0.92,,41.1,,,,30.07,85.61,1050,382.26,,
DoE,8/4/2024 3:00,,8.9,4.4,13.3,0.94,,59.1,,0.57,41.62,30.11,85.73,1050,383.13,,
DoE,8/4/2024 4:00,,8.9,4.4,13.3,0.93,,69.9,,,,30.42,86.63,1050,388.29,,
DoE,8/4/2024 5:00,,8.9,4.4,13.3,0.96,,51.5,,,,30.63,87.22,1050,392.54,,
DoE,8/4/2024 6:00,,8.9,4.4,13.3,0.97,,47,,,,30.71,87.46,1050,395.49,,
DoE,8/4/2024 7:00,,8.9,4.4,13.3,0.97,,31.6,,,,30.38,86.52,1050,407.41,,
DoE,8/4/2024 8:00,,8.9,4.5,13.4,1,,34.6,,0.68,46.26,28.69,81.67,1050,407.17,,
DoE,8/4/2024 9:00,,8.9,4.5,13.4,1,,56.6,,0.75,46.11,26.54,75.55,1050,388.52,,
DoE,8/4/2024 10:00,,8.9,4.5,13.4,0.98,,47.1,,1.1,46.98,25.03,71.22,1050,376.9,,
DoE,8/4/2024 11:00,,8.9,4.6,13.5,0.98,,27.4,,1.16,44.43,22.63,64.38,1050,376.25,,
DoE,8/4/2024 12:00,,8.9,4.6,13.5,0.93,,21.5,,1.17,43.02,20.34,57.82,1050,356.44,,
DoE,8/4/2024 13:00,,8.8,4.6,13.4,0.92,,13.9,,1.15,45.83,21.47,61.06,1050,329.05,,
DoE,8/4/2024 14:00,,8.8,4.6,13.4,0.89,,21.9,,1.35,48.83,22.29,63.41,1050,337.76,,
DoE,8/4/2024 15:00,,8.8,4.5,13.3,0.87,,17.7,,0.95,58.87,20.66,58.73,1050,302.77,,
DoE,8/4/2024 16:00,,8.8,4.5,13.3,0.85,,8.7,,0.87,44.72,21.45,61.01,1050,303.96,,
DoE,8/4/2024 17:00,,8.7,4.5,13.2,0.82,,7.8,,1.13,48.55,23.09,65.67,1050,319.51,,
DoE,8/4/2024 18:00,,8.7,4.5,13.2,0.83,,16.2,,1.19,44,24.14,68.69,1050,329.73,,
DoE,8/4/2024 19:00,,8.7,4.5,13.2,0.85,,12.3,,1.14,46.8,26.06,74.18,1050,343.51,,
DoE,8/4/2024 20:00,,8.7,4.5,13.2,0.83,,21.9,,1.31,45.68,27.39,77.97,1050,355.37,,
DoE,8/4/2024 21:00,,8.7,4.5,13.2,0.8,,19.5,,0.89,47.05,26.37,75.05,1050,342.94,,
DoE,8/4/2024 22:00,,8.7,4.5,13.2,0.83,,9.6,,0.83,44.53,27.01,76.87,1050,352.67,,
DoE,8/4/2024 23:00,,8.7,4.5,13.2,0.82,,9.5,,0.75,46.06,27.71,78.88,1050,364.1,,
DoE,8/5/2024 0:00,,8.7,4.5,13.2,0.82,,10.6,,0.69,41.56,28.46,81.02,1050,371.4,,
DoE,8/5/2024 1:00,,8.8,4.5,13.3,0.78,,17,,0.54,43.03,29.13,82.93,1050,369.37,,
DoE,8/5/2024 2:00,,8.8,4.5,13.3,0.76,,13,,0.55,40.59,29.27,83.35,1050,372.18,,
DoE,8/5/2024 3:00,,8.8,4.5,13.3,0.76,,12.4,,0.68,48.45,29.48,83.95,1050,352.69,,
DoE,8/5/2024 4:00,,8.8,4.5,13.3,0.76,,20.6,,0.75,44.25,29.45,83.85,1050,359.39,,
DoE,8/5/2024 5:00,,8.9,4.6,13.5,0.75,,48.3,,0.51,44.49,29.38,83.64,1050,374.4,,
DoE,8/5/2024 6:00,,8.8,4.5,13.3,0.74,,19.4,,0.47,41.8,29.34,83.54,1050,371.79,,
DoE,8/5/2024 7:00,,8.8,4.6,13.4,0.77,,62.6,,0.51,39.76,29.33,83.51,1050,388.29,,
DoE,8/5/2024 8:00,,8.8,4.6,13.4,0.76,,16.6,,0.54,41.31,28.33,80.66,1050,390.23,,
DoE,8/5/2024 9:00,,8.9,4.6,13.5,0.76,,20.4,,,,26.91,76.6,1050,386.78,,
DoE,8/5/2024 10:00,,8.9,4.6,13.5,0.78,,15.8,,0.84,49.99,25.63,72.93,1050,361.97,,
DoE,8/5/2024 11:00,,8.8,4.6,13.4,0.76,,14.6,,0.77,48.45,26.53,75.51,1050,366.87,,
DoE,8/5/2024 12:00,,8.8,4.5,13.3,0.8,,18.6,,0.99,48.64,28.39,80.84,1050,390.26,,
DoE,8/5/2024 13:00,,8.8,4.5,13.3,0.82,,19.1,,1.18,52.9,29.21,83.18,1050,421.8,,
DoE,8/5/2024 14:00,,8.8,4.6,13.4,0.79,,22.7,,1.64,50.87,25.87,73.64,1050,375.62,,
DoE,8/5/2024 15:00,,8.9,4.6,13.5,0.75,,14.3,,1.81,51.86,24.5,69.7,1050,349.86,,
DoE,8/5/2024 16:00,,8.9,4.6,13.5,0.73,,12.9,,1.73,52,24.5,69.7,1050,348.41,,
DoE,8/5/2024 17:00,,8.8,4.5,13.3,0.72,,12.6,,1.22,49.77,24.95,71,1050,347.83,,
DoE,8/5/2024 18:00,,8.8,4.5,13.3,0.74,,31,,1.15,49.31,26.01,74.03,1050,351.97,,
DoE,8/5/2024 19:00,,8.8,4.5,13.3,0.82,,47.9,,1.2,51.28,26.25,74.72,1050,350.22,,
DoE,8/5/2024 20:00,,,,,,,,,,,,,,,,
DoE,8/5/2024 21:00,,8.8,4.5,13.3,0.84,,40.8,,0.97,50.19,27.11,77.18,1050,356.78,,
DoE,8/5/2024 22:00,,8.8,4.5,13.3,0.83,,15.9,,0.75,48.06,27.56,78.47,1050,362.5,,
DoE,8/5/2024 23:00,,8.8,4.5,13.3,0.81,,20.9,,1.12,52.02,27.49,78.25,1050,365.09,,
DoE,8/6/2024 0:00,,8.8,4.5,13.3,0.78,,12.2,,0.92,53.92,27.88,79.38,1050,369.4,,
DoE,8/6/2024 1:00,,8.8,4.5,13.3,0.75,,18.3,,1.14,46.87,28.12,80.05,1050,372.47,,
DoE,8/6/2024 2:00,,8.8,4.6,13.4,0.72,,9.2,,0.68,43.46,28.34,80.69,1050,373.41,,
DoE,8/6/2024 3:00,,8.8,4.5,13.3,0.73,,12,,0.44,42.06,28.61,81.47,1050,372.58,,
DoE,8/6/2024 4:00,,8.8,4.6,13.4,0.7,,26.4,,0.39,42.34,28.87,82.2,1050,375.24,,
DoE,8/6/2024 5:00,,8.8,4.6,13.4,0.73,,12.2,,0.48,45.12,28.92,82.34,1050,374.43,,
DoE,8/6/2024 6:00,,8.8,4.5,13.3,0.69,,7.8,,0.44,46.44,29,82.57,1050,375.99,,
DoE,8/6/2024 7:00,,8.9,4.6,13.5,0.75,,7.7,,0.69,45.59,28.79,81.97,1050,382.33,,
DoE,8/6/2024 8:00,,8.8,4.6,13.4,0.74,,9.5,,0.69,50.46,27.85,79.27,1050,382.1,,
DoE,8/6/2024 9:00,,8.9,4.6,13.5,0.76,,7.6,,0.6,47.82,27.5,78.27,1050,384.4,,
DoE,8/6/2024 10:00,,8.9,4.6,13.5,0.81,,11.3,,1.07,57.95,24.8,70.56,1050,352.74,,
DoE,8/6/2024 11:00,,8.9,4.6,13.5,0.82,,26.2,,0.96,55.56,25.47,72.49,1050,356.85,,
DoE,8/6/2024 12:00,,8.9,4.6,13.5,0.82,,19.1,,1.27,55.18,23.06,65.6,1050,358.15,,
DoE,8/6/2024 13:00,,8.9,4.6,13.5,0.82,,13.5,,1.51,54.57,20.76,59.03,1050,330.06,,
DoE,8/6/2024 14:00,,8.9,4.6,13.5,0.79,,21.5,,1.94,49.84,22.51,64.03,1050,332.51,,
DoE,8/6/2024 15:00,,8.9,4.6,13.5,0.85,,26.5,,1.28,53.37,22.83,64.95,1050,331.18,,
DoE,8/6/2024 16:00,,8.9,4.6,13.5,0.82,,32.1,,1.52,48.38,21.6,61.42,1050,312.92,,
DoE,8/6/2024 17:00,,8.8,4.6,13.4,0.78,,14.1,,1.61,47.99,22.09,62.84,1050,321.25,,
DoE,8/6/2024 18:00,,8.9,4.6,13.5,0.79,,12.5,,1.68,47.88,22.97,65.33,1050,319.56,,
DoE,8/6/2024 19:00,,8.8,4.5,13.3,0.83,,10.5,,1.53,51.57,24.94,70.96,1050,335.16,,
DoE,8/6/2024 20:00,,8.8,4.5,13.3,0.8,,12.6,,1,55.63,25.99,73.96,1050,344.17,,
DoE,8/6/2024 21:00,,8.8,4.5,13.3,0.8,,13.3,,1.24,41.98,26.7,76.01,1050,352.88,,
DoE,8/6/2024 22:00,,8.8,4.5,13.3,0.78,,9.4,,0.77,44.71,27.5,78.3,1050,357.37,,
DoE,8/6/2024 23:00,,8.8,4.5,13.3,0.76,,16.1,,0.64,45.29,28.96,82.47,1050,370.99,,
DoE,8/7/2024 0:00,,8.8,4.5,13.3,0.78,,10.3,,0.69,50,28.22,80.33,1050,366.78,,
DoE,8/7/2024 1:00,,8.8,4.5,13.3,0.75,,11.7,,0.64,51.21,28.15,80.14,1050,367.22,,
DoE,8/7/2024 2:00,,8.8,4.5,13.3,0.74,,11.3,,0.69,44.64,28.02,79.77,1050,366.06,,
DoE,8/7/2024 3:00,,8.8,4.6,13.4,0.73,,11,,0.81,45.7,27.87,79.33,1050,363.65,,
DoE,8/7/2024 4:00,,8.8,4.5,13.3,0.72,,15.6,,0.42,46.36,28.25,80.42,1050,364.56,,
DoE,8/7/2024 5:00,,8.8,4.5,13.3,0.72,,21.6,,0.58,42.19,28.85,82.15,1050,374.15,,
DoE,8/7/2024 6:00,,8.8,4.5,13.3,0.72,,20.5,,0.79,44.99,28.83,82.1,1050,375.71,,
